qid,label,text_a,text_cut,pred
938,1,以前一直不喜欢喝水，虽然同学都说喝水对身体有好处。但我不到口渴得不行了，是不会喝水的。但看了这本书后，才晓得水对人身来说是最好的药，最好的资源。但是要注意一点，水喝多了是好，但问题是什么样的水才对身体有好处。陈水肯定无法起来益处。自来水也不是很好。我都买最近一两个月才生产的纯静水。而且水箱里面放了三天以上的水也不要喝了,以前 一直 不 喜欢 喝水 ， 虽然 同学 都 说 喝水 对 身体 有 好处 。 但 我 不到 口渴 得 不行 了 ， 是 不会 喝水 的 。 但 看 了 这 本书 后 ， 才 晓得 水对 人身 来说 是 最好 的 药 ， 最好 的 资源 。 但是 要 注意 一点 ， 水喝 多 了 是 好 ， 但 问题 是 什么样 的 水才 对 身体 有 好处 。 陈水 肯定 无法 起来 益处 。 自来水 也 不是 很 好 。 我 都 买 最近 一两个 月 才 生产 的 纯 静水 。 而且 水箱 里面 放 了 三天 以上 的 水 也 不要 喝 了,0
946,1,对比了GATEWAY的那款和这款，最后看中了宏?的三年质保。 1、装系统：很多人都反映系统难装，建议大家用深度6.2版本的XP，自带sata驱动，所以装的时候就不用改bios的设置了。 2、散热问题：从做系统一直连续开机了10个小时，个人感觉比较热的地方就是触摸板了，但是绝对没有达到烫手的地步。所以我个人感觉散热不能说好，但是也绝不差。而且独显笔记本肯定会热的，想不热就多花一倍的钱去买小黑。,对比 了 GATEWAY 的 那款 和 这款 ， 最后 看中 了 宏 ? 的 三年 质保 。   1 、 装 系统 ： 很多 人 都 反映 系统 难装 ， 建议 大家 用 深度 6.2 版本 的 XP ， 自带 sata 驱动 ， 所以 装 的 时候 就 不用 改 bios 的 设置 了 。   2 、 散热 问题 ： 从 做 系统 一直 连续 开机 了 10 个 小时 ， 个人感觉 比较 热 的 地方 就是 触摸板 了 ， 但是 绝对 没有 达到 烫手 的 地步 。 所以 我 个人感觉 散热 不能 说好 ， 但是 也 绝不 差 。 而且 独显 笔记本 肯定 会 热 的 ， 想 不 热 就 多花 一倍 的 钱 去 买 小黑 。,0
949,1,地理位置还算可以，酒店房间有点旧，但不影响什么。只是房间的隔音比较差，旁边的进出房间和说话都听得很清楚。有时会影响睡觉。,地理位置 还 算 可以 ， 酒店 房间 有点 旧 ， 但 不 影响 什么 。 只是 房间 的 隔音 比较 差 ， 旁边 的 进出 房间 和 说话 都 听 得 很 清楚 。 有时 会 影响 睡觉 。,0
983,0,"看了前面的点评，感觉此酒店应该不错，所以这次去慈溪定了国脉酒店。结果大失所望。酒店位置不错，298的大床房窗外景色好，公园、小街... ...不满意的地方： 一、房间太脏，地毯肯定二年未洗，污渍满地，如果像走道一样铺大理石反而干净得多；椅背、床背都不干净，房间居然还有一个大苍蝇； 二、洗澡的花洒非常不好用， 三、大堂的灯太昏暗，头晕！ 四、前台的服务小姐态度比较生硬； 五、酒店所有的商务单人大床靠北边.但是低下是冷却塔,厨房烟道. 比较嘈","看 了 前面 的 点评 ， 感觉 此 酒店 应该 不错 ， 所以 这次 去 慈溪 定 了 国脉 酒店 。 结果 大失所望 。 酒店 位置 不错 ， 298 的 大床 房 窗外 景色 好 ， 公园 、 小街 ...   ... 不 满意 的 地方 ：   一 、 房间 太脏 ， 地毯 肯定 二年 未洗 ， 污渍 满地 ， 如果 像 走 道 一样 铺 大理石 反而 干净 得 多 ； 椅背 、 床 背 都 不 干净 ， 房间 居然 还有 一个 大 苍蝇 ；   二 、 洗澡 的 花洒 非常 不好 用 ，   三 、 大堂 的 灯 太 昏暗 ， 头晕 ！   四 、 前台 的 服务 小姐 态度 比较 生硬 ；   五 、 酒店 所有 的 商务 单 人大 床 靠北边 . 但是 低下 是 冷却塔 , 厨房 烟道 .   比较 嘈",1
988,0,"ctrip标上四星,但只能用金玉其外败絮其内来来形容,这件酒店外表好看而已,内部最多和如家或者7天这些廉价酒店打平手,我住过所有星级的酒店,就是这间最不符合4星的标准,如果以北京的北方佳苑和广州的华夏酒店为标准4星参考,他在我眼里和街边的小酒店没差别,我真的不知道他的四星从哪里来,前台态度差劲,连最基本的笑脸迎人都没有,酒店3楼的餐厅更是差极了,而菜单里没几样菜有的,摆明砍客,还摆出要嘛被砍,要嘛就别来吃的样子,菜的味道更不敢恭维,我第一次入住酒店后马上再出去找酒店的,紫光的位置也不太好,连沙滩都不能直接进去,建议去阳江的住南方假日酒店,服务态度好多了,而且前面就可以直接到沙滩,靠山面海,真正的海景房! 或者就是住我第二天入住的小港湾山庄,这是在悬崖边的,晚上可以在小亭子听海喝喝茶也不错,离酒店不远就有一间旺角海鲜大排档,除了海虾,其他的都比外面便宜太多了,鱼虾蟹随便叫! 这两间都是真正的海景房,标三星也非常符合,重点是这两三星都比4四星好太多了,所以建议大家千万不要入住所谓的阳江最好最高级的4星紫江,花钱买罪受!","ctrip 标上 四星 , 但 只能 用 金玉其外 败絮 其内 来 来 形容 , 这件 酒店 外表 好看 而已 , 内部 最多 和 如家 或者 7 天 这些 廉价 酒店 打平手 , 我 住 过 所有 星级 的 酒店 , 就是 这间 最 不 符合 4 星 的 标准 , 如果 以 北京 的 北方 佳苑 和 广州 的 华夏 酒店 为 标准 4 星 参考 , 他 在 我 眼里 和 街边 的 小 酒店 没 差别 , 我 真的 不 知道 他 的 四星 从 哪里 来 , 前台 态度 差劲 , 连 最 基本 的 笑脸迎人 都 没有 , 酒店 3 楼 的 餐厅 更是 差 极了 , 而 菜单 里 没 几样 菜 有 的 , 摆明 砍客 , 还 摆出 要 嘛 被 砍 , 要 嘛 就 别来 吃 的 样子 , 菜 的 味道 更 不敢恭维 , 我 第一次 入住 酒店 后 马上 再 出去 找 酒店 的 , 紫光 的 位置 也 不太好 , 连 沙滩 都 不能 直接 进去 , 建议 去 阳江 的 住 南方 假日酒店 , 服务态度 好多 了 , 而且 前面 就 可以 直接 到 沙滩 , 靠山 面海 , 真正 的 海景房 !   或者 就是 住 我 第二天 入住 的 小 港湾 山庄 , 这 是 在 悬崖 边 的 , 晚上 可以 在 小 亭子 听海 喝 喝茶 也 不错 , 离 酒店 不远 就 有 一间 旺角 海鲜 大排档 , 除了 海虾 , 其他 的 都 比 外面 便宜 太多 了 , 鱼虾 蟹 随便 叫 !   这 两间 都 是 真正 的 海景房 , 标 三星 也 非常 符合 , 重点 是 这 两 三星 都 比 4 四星 好太多 了 , 所以 建议 大家 千万 不要 入住 所谓 的 阳江 最好 最高级 的 4 星紫江 , 花钱买 罪受 !",1
995,1,BIOS设置非常好！为了方便用户更换新的系统，在BIOS里设置了一键抹除硬盘所有内容！方便了不适用随机系统的人更换新系统！,BIOS 设置 非常 好 ！ 为了 方便 用户 更换 新 的 系统 ， 在 BIOS 里 设置 了 一键 抹除 硬盘 所有 内容 ！ 方便 了 不 适用 随机 系统 的 人 更换 新 系统 ！,0
1001,1,"没有想到开封这个地方.居然有服务这样好的宾馆。 酒店人员的培训是很到位了。服务和我经历过的一些五星级酒店差不多了。果然是市委招待所的班子. 缺点就是我们住的哪个房间,设施有点陈旧. 交通很便利.从酒店步行5分钟就到了最繁华的开封的小吃一条街.","没有 想到 开封 这个 地方 . 居然 有 服务 这样 好 的 宾馆 。   酒店 人员 的 培训 是 很 到位 了 。 服务 和 我 经历 过 的 一些 五星级 酒店 差不多 了 。 果然 是 市委 招待所 的 班子 .   缺点 就是 我们 住 的 哪个 房间 , 设施 有点 陈旧 .   交通 很 便利 . 从 酒店 步行 5 分钟 就 到 了 最 繁华 的 开封 的 小吃 一条街 .",0
1003,1,不值房价，早餐太糟，也许我去的比较晚，九点左右，没东西吃,不值 房价 ， 早餐 太糟 ， 也许 我 去 的 比较 晚 ， 九点 左右 ， 没 东西 吃,0
1005,0,房间较旧，墙纸有霉变。环境一般，感觉不象携程上介绍的那样古色古香，而是感觉破旧不堪。不过周围交通比较方便，离景点和汽车站都很近。,房间 较 旧 ， 墙纸 有 霉变 。 环境 一般 ， 感觉 不 象 携程 上 介绍 的 那样 古色古香 ， 而是 感觉 破旧不堪 。 不过 周围 交通 比较 方便 ， 离 景点 和 汽车站 都 很 近 。,1
1010,0,内存小了点，不过加2百多可以加条2G的，普通是够用的了。原配电池比较不耐用，电量可以再购买9芯电池来拓展。,内存 小 了 点 ， 不过 加 2 百多 可以 加条 2G 的 ， 普通 是 够用 的 了 。 原配 电池 比较 不 耐用 ， 电量 可以 再 购买 9 芯 电池 来 拓展 。,1
1021,1,五一刚买的，驱动是傻瓜式的，一下全部搞定，但是因为自己没有注意，有很多没有用的软件一并安装了，,五一 刚买 的 ， 驱动 是 傻瓜式 的 ， 一下全部 搞定 ， 但是 因为 自己 没有 注意 ， 有 很多 没有 用 的 软件 一并 安装 了 ，,0
1035,0,在当地算是比较好的酒店，所以每次去当地出差基本上都会住这家酒店。酒店服务一般，设施不是很理想，如果能够有针对性的进行改进会更好。,在 当地 算是 比较 好 的 酒店 ， 所以 每次 去 当地 出差 基本上 都 会 住 这家 酒店 。 酒店 服务 一般 ， 设施 不是 很 理想 ， 如果 能够 有 针对性 的 进行 改进 会 更好 。,1
1039,0,用了几天还可以，就是有一个亮点!真是气死人，一个点又不在保修内，当时收货时又没看!,用 了 几天 还 可以 ， 就是 有 一个 亮点 ! 真是 气死人 ， 一个点 又 不 在 保修 内 ， 当时 收货 时 又 没 看 !,1
1041,1,好的小说往往没什么答案，《门第》自始至终，都在顽强地告诉读者因为什么由于什么。这自然不是说它过于浅显，算不上一本好小说，还够不上纯文学的严格标准，事实上，很多困惑说与不说，讨论不讨论，结果都一样，有答案就是没答案，没答案恰恰就是答案。文学解决不了什么实际的问题，不是教科书，艺术就是现实的一种回光返照，都市男女在择偶前，临时抱佛脚翻阅一下这本书，显然不是什么坏事。,好 的 小说 往往 没什么 答案 ， 《 门第 》 自始至终 ， 都 在 顽强 地 告诉 读者 因为 什么 由于 什么 。 这 自然 不是 说 它 过于 浅显 ， 算不上 一本 好 小说 ， 还 够不上 纯文学 的 严格 标准 ， 事实上 ， 很多 困惑 说 与 不 说 ， 讨论 不 讨论 ， 结果 都 一样 ， 有 答案 就是 没 答案 ， 没 答案 恰恰 就是 答案 。 文学 解决不了 什么 实际 的 问题 ， 不是 教科书 ， 艺术 就是 现实 的 一种 回光返照 ， 都市男女 在 择偶 前 ， 临时 抱佛脚 翻阅 一下 这 本书 ， 显然 不是 什么 坏事 。,0
1047,0,作为个人经验在网上谈谈可以，但拿来出书就有点过了，书中还有些明显的谬误。不过文笔还不错，建议写写散文好了。,作为 个人 经验 在 网上 谈谈 可以 ， 但 拿来 出书 就 有点 过 了 ， 书中 还 有些 明显 的 谬误 。 不过 文笔 还 不错 ， 建议 写写 散文 好 了 。,1
1052,1,"酒店位置很好,适合旅游度假!房间马马虎虎,过的去了!服务一般!","酒店 位置 很 好 , 适合 旅游 度假 ! 房间 马马虎虎 , 过 的 去 了 ! 服务 一般 !",0
1056,1,很好的酒店，为我司尊贵客户预订，周末入住行政楼层，28楼行政楼层落地窗户，朝南房间视野很好，可以俯瞰延安西路高架，由于是顶层，高架的隔音也很好！硬件设施很好，符合四星级标准！美中不足是行政楼层房间有些狭小，空间略显不足！ 另外，还有一点就是隔音不是很好，我们入住的客户有严重失眠，常被门外的脚步声和喧哗声惊醒！有待改进！ 总之非常值得推荐入住！,很 好 的 酒店 ， 为 我司 尊贵 客户 预订 ， 周末 入住 行政 楼层 ， 28 楼 行政 楼层 落地 窗户 ， 朝南 房间 视野 很 好 ， 可以 俯瞰 延安 西路 高架 ， 由于 是 顶层 ， 高架 的 隔音 也 很 好 ！ 硬件 设施 很 好 ， 符合 四星级 标准 ！ 美中不足 是 行政 楼层 房间 有些 狭小 ， 空间 略显 不足 ！   另外 ， 还有 一点 就是 隔音 不是 很 好 ， 我们 入住 的 客户 有 严重 失眠 ， 常 被 门外 的 脚步声 和 喧哗声 惊醒 ！ 有待 改进 ！   总之 非常 值得 推荐 入住 ！,0
1058,1,京东的dd发货速度是惊人的，第二天中午就到了，带发票，还可以拉卡，8错。打开还有xp光盘，就是没有预装office,京东 的 dd 发货 速度 是 惊人 的 ， 第二天 中午 就 到 了 ， 带 发票 ， 还 可以 拉卡 ， 8 错 。 打开 还有 xp 光盘 ， 就是 没有 预装 office,0
1070,1,"好迷糊的一只兔子呀,我不知道我是谁,很喜欢他迷惘的样子,不断地追问,?我是一只猴子吗?”“我是一只豪猪吗？”“我是一只獾吗？”“我应该住在山洞里吗？”“我应该住在鸟窝里吗？”“我应该住在蜘蛛网上吗？”“我要鱼吗？”．．．．．．可是这样一只迷糊的兔子，在面临危临时却毫不犹豫，飞起大脚，狠命一踢，呜啦，兔子成了英雄了！","好 迷糊 的 一只 兔子 呀 , 我 不 知道 我 是 谁 , 很 喜欢 他 迷惘 的 样子 , 不断 地 追问 , ? 我 是 一只 猴子 吗 ? ” “ 我 是 一只 豪猪 吗 ？ ” “ 我 是 一只 獾 吗 ？ ” “ 我 应该 住 在 山洞 里 吗 ？ ” “ 我 应该 住 在 鸟窝 里 吗 ？ ” “ 我 应该 住 在 蜘蛛网 上 吗 ？ ” “ 我要 鱼 吗 ？ ” ． ． ． ． ． ． 可是 这样 一只 迷糊 的 兔子 ， 在 面临 危 临时 却 毫不犹豫 ， 飞 起 大脚 ， 狠命 一 踢 ， 呜 啦 ， 兔子 成 了 英雄 了 ！",0
1080,0,我给6岁的女儿买了一套，还有最新出的第七册，她非常喜欢，书她在幼儿园已经看了其他同学的，可是回到家还是抱住不放，看来真是不错。我准备再买一套送给朋友的孩子,我 给 6 岁 的 女儿 买 了 一套 ， 还有 最新 出 的 第七册 ， 她 非常 喜欢 ， 书 她 在 幼儿园 已经 看 了 其他同学 的 ， 可是 回到 家 还是 抱住不放 ， 看来 真是 不错 。 我 准备 再 买 一套 送给 朋友 的 孩子,1
1087,0,很少上来点评，但是为了让大家有个正确地认识，我愿意花点时间来点评下：我的建议是请你选择别的酒店，因为此酒店较陈旧，最重要的是房间的隔音效果非常差，我本人非常的不适应，当然如果您对噪音觉得无所谓的话，此酒店还是可以的。,很少 上来 点评 ， 但是 为了 让 大家 有个 正确 地 认识 ， 我 愿意 花 点 时间 来 点评 下 ： 我 的 建议 是 请 你 选择 别的 酒店 ， 因为 此 酒店 较 陈旧 ， 最 重要 的 是 房间 的 隔音 效果 非常 差 ， 我 本人 非常 的 不 适应 ， 当然 如果 您 对 噪音 觉得 无所谓 的话 ， 此 酒店 还是 可以 的 。,1
1095,1,替朋友买的，自己都没见到，但想必宏基不会象我买的那个国货长城笔记本那样下三烂吧,替 朋友 买 的 ， 自己 都 没 见到 ， 但 想必 宏基 不会 象 我 买 的 那个 国货 长城 笔记本 那样 下三烂 吧,0
1099,1,阅读一次，有2个错别字。都是不该错的地方。希望再版时改正过来。,阅读 一次 ， 有 2 个 错别字 。 都 是 不该 错 的 地方 。 希望 再版 时 改正过来 。,0
1101,0,房间小得不像话，早餐差得不像话，绝对不会再光顾。隔壁的南国大酒店看上去不错。晚上想在酒店的餐厅吃饭，结果人家办婚宴，谢绝散客，郁闷！ 优点是地理位置不错，朝南的房间可以看富春江，可惜给我的所谓高级房是朝北的，怪不得人家说携程的客人比较受歧视。,房间 小得 不像话 ， 早餐 差得 不像话 ， 绝对 不会 再 光顾 。 隔壁 的 南国 大酒店 看上去 不错 。 晚上 想 在 酒店 的 餐厅 吃饭 ， 结果 人家 办 婚宴 ， 谢绝 散客 ， 郁闷 ！   优点 是 地理位置 不错 ， 朝南 的 房间 可以 看 富春江 ， 可惜 给 我 的 所谓 高级 房是 朝北 的 ， 怪不得 人家 说 携程 的 客人 比较 受 歧视 。,1
1104,1,"服务很好，设施也蛮不错的，但房间隔音实在太差了。 宾馆反馈 2007年12月28日 ： 首先非常感谢您选择东方大酒店,也非常感谢您给我们提出了宝贵的意见,酒店近期楼顶正在加层建造西餐厅,施工初期会有一些噪音工段,同时我们对工程施工时间有明确的规定,正常休息时间内是不允许施工的;再次对您表示诚挚的歉意,东方大酒店在不久后又将会以全新的形象迎接您的再次光临!","服务 很 好 ， 设施 也 蛮 不错 的 ， 但 房间 隔音 实在 太差 了 。   宾馆 反馈   2007 年 12 月 28 日   ：   首先 非常 感谢您 选择 东方 大酒店 , 也 非常 感谢您 给 我们 提出 了 宝贵 的 意见 , 酒店 近期 楼顶 正在 加层 建造 西餐厅 , 施工 初期 会 有 一些 噪音 工段 , 同时 我们 对 工程施工 时间 有 明确 的 规定 , 正常 休息时间 内 是 不 允许 施工 的 ; 再次 对 您 表示 诚挚 的 歉意 , 东方 大酒店 在 不久 后 又 将 会 以 全新 的 形象 迎接 您 的 再次 光临 !",0
1106,0,"儿子现在两周九个月了,平时就有玩?下蛋游戏?,这回拿到的书,不仅看到?下蛋游戏?,还有?钓鱼游戏?等等,每天一看到我就抓我说,妈妈,我们一起到外面钓鱼去吧~要不,?妈妈,我下了个很大的蛋哦,我有个大屁股,哈哈,给你吃,我狂晕~?不过从内心上非常感动,儿子,自己懂得自娱自乐了,有时还会带领他的小伙伴们做游戏,当然,他就是老大,嘻!","儿子 现在 两周 九个 月 了 , 平时 就 有 玩 ? 下蛋 游戏 ? , 这回 拿到 的 书 , 不仅 看到 ? 下蛋 游戏 ? , 还有 ? 钓鱼 游戏 ? 等等 , 每天 一 看到 我 就 抓 我 说 , 妈妈 , 我们 一起 到 外面 钓鱼 去 吧 ~ 要 不 , ? 妈妈 , 我下 了 个 很大 的 蛋 哦 , 我 有 个 大 屁股 , 哈哈 , 给 你 吃 , 我 狂晕 ~ ? 不过 从 内心 上 非常 感动 , 儿子 , 自己 懂得 自娱自乐 了 , 有时 还会 带领 他 的 小伙伴 们 做 游戏 , 当然 , 他 就是 老大 , 嘻 !",1
1107,0,对毕淑敏的作品，我还是比较期待的。但是这本书看下来，我的感觉是有些许失望。言语堆砌出模糊的情节，作者一直在字里行间强调她过往的从医经历，但是明显不够专业。这部作品，专业人士看了会贻笑大方，业余人看了又不觉吸引。两头不到岸。其实读者对于作者的经历是不感兴趣的。就象亦舒的文字，任何一部作品，那都是经典中的经典。,对 毕淑敏 的 作品 ， 我 还是 比较 期待 的 。 但是 这 本书 看 下来 ， 我 的 感觉 是 有 些许 失望 。 言语 堆砌 出 模糊 的 情节 ， 作者 一直 在 字里行间 强调 她 过往 的 从医 经历 ， 但是 明显 不够 专业 。 这部 作品 ， 专业人士 看 了 会 贻笑大方 ， 业余 人 看 了 又 不觉 吸引 。 两头 不到 岸 。 其实 读者 对于 作者 的 经历 是 不感兴趣 的 。 就 象 亦 舒 的 文字 ， 任何 一部 作品 ， 那 都 是 经典 中 的 经典 。,1
1129,1,优点：这个笔记本性能好的，适合女生用，而且是粉色！ 建议如下：1，请改下大订单的支付方式，如果可以直接用信用卡网上支付会更方便。目前想招商银行的信用卡网上消费500以下的。每次我都要用支付宝的方式来用的，但是为什么用它购买机票的时候，大于500的可以直接网上刷呢？请你跟银行沟通下这个问题,优点 ： 这个 笔记本 性能 好 的 ， 适合 女生 用 ， 而且 是 粉色 ！   建议 如下 ： 1 ， 请 改下 大 订单 的 支付 方式 ， 如果 可以 直接 用 信用卡 网上支付 会 更 方便 。 目前 想 招商银行 的 信用卡 网上 消费 500 以下 的 。 每次 我 都 要 用 支付宝 的 方式 来用 的 ， 但是 为什么 用 它 购买 机票 的 时候 ， 大于 500 的 可以 直接 网上 刷 呢 ？ 请 你 跟 银行 沟通 下 这个 问题,0
1143,1,"可能是建的时间比较早吧,感觉内部不是很突出了.","可能 是 建 的 时间 比较 早 吧 , 感觉 内部 不是 很 突出 了 .",0
1152,1,第三次入住中船宾馆了，这里几乎成了自己去京的定点住宿地。房间布置朴实干净，卫生间虽然不大，但是也很清洁。很喜欢带木质扶手的楼梯，感觉走走去房间挺随意的。最近一次入住，窗帘的滑道非常光滑；卫生间的花洒出水量大，洗澡很痛快。最主要是的是房间一点异味没有，不像有的宾馆有那么潮气味。所以休息很安心。服务质量还不错，不过最后一次在入住时前台小姐有点冷淡没有一点暖色，我看墙上挂着“中央机关指定接待宾馆”但是你毕竟是一个服务行业，我们老百姓入住也该微笑服务不是。,第三次 入住 中 船 宾馆 了 ， 这里 几乎 成 了 自己 去京 的 定点 住宿地 。 房间 布置 朴实 干净 ， 卫生间 虽然 不 大 ， 但是 也 很 清洁 。 很 喜欢 带 木质 扶手 的 楼梯 ， 感觉 走走 去 房间 挺 随意 的 。 最近 一次 入住 ， 窗帘 的 滑道 非常 光滑 ； 卫生间 的 花洒 出水量 大 ， 洗澡 很 痛快 。 最 主要 是 的 是 房间 一点 异味 没有 ， 不像 有 的 宾馆 有 那么 潮 气味 。 所以 休息 很 安心 。 服务质量 还 不错 ， 不过 最后 一次 在 入住 时 前台 小姐 有点 冷淡 没有 一点 暖色 ， 我 看 墙上 挂 着 “ 中央 机关 指定 接待 宾馆 ” 但是 你 毕竟 是 一个 服务行业 ， 我们 老百姓 入住 也 该 微笑服务 不是 。,0
1158,1,"这一台我就随便了,把整个硬盘的隐藏分区统统弄掉,重新分区,把前一个系统复制过来一切ok.没一点问题","这 一台 我 就 随便 了 , 把 整个 硬盘 的 隐藏 分区 统统 弄掉 , 重新 分区 , 把 前 一个 系统 复制 过来 一切 ok . 没 一点 问题",0
1166,1,4999入的，打游戏基本上xb360或台式机上，所以有没有独显影响不大。,4999 入 的 ， 打游戏 基本上 xb360 或 台式机 上 ， 所以 有没有 独显 影响 不 大 。,0
1167,1,我本来一直很喜欢的，可是这次有几个问题想说说：一是酒店门口的服务生太冷漠，形同虚设，我到酒店那天早上下雨，东西很多，打车去的时候他们居然站在那里一动不动，连伸手拉一下车门都没有。如果想要小费我想你做了别人肯定会给你。建议改进，至少可以帮客人拿一下东西吧。二是酒店前台通知不及时，我那天入住的时候说是住两晚上，可是前台服务员只要我压了500元的押金，后来没有通知我，第二天我回酒店就发现门打不开了，打电话问了才告诉我说是押金不够，显然服务一点都不人性化，希望能改进。 另外，酒店的行李寄存服务很好，环境也很好，总的来说都很理想，就是希望能改进上面两个问题，做的更好，那样客人会更加喜欢你们宾馆。 期待你们的改进和回复。 宾馆反馈 2008年6月17日 ： 尊敬的携程会员：感谢您们对我们宾馆一直的关注和支持！针对您所反映的问题，我们管理层非常的重视。立即由相关部门结合实际展开调查和核实，同时借鉴您的合理化建议并采取一些有效的整改。从而对您的善意的提醒再次表示感谢！同时也十分感谢携程网提供了这样一个好的平台，希望诸位会员空闲之时多多给我们宾馆提出建议和评价。我们将以真诚的服务态度欢迎诸位的光临！,我 本来 一直 很 喜欢 的 ， 可是 这次 有 几个 问题 想 说 说 ： 一是 酒店 门口 的 服务生 太 冷漠 ， 形同虚设 ， 我 到 酒店 那天 早上 下雨 ， 东西 很多 ， 打车 去 的 时候 他们 居然 站 在 那里 一动不动 ， 连 伸手 拉 一下 车门 都 没有 。 如果 想要 小费 我 想 你 做 了 别人 肯定 会 给 你 。 建议 改进 ， 至少 可以 帮 客人 拿 一下 东西 吧 。 二是 酒店 前台 通知 不 及时 ， 我 那天 入住 的 时候 说 是 住 两 晚上 ， 可是 前台 服务员 只要 我压 了 500 元 的 押金 ， 后来 没有 通知 我 ， 第二天 我 回 酒店 就 发现 门 打不开 了 ， 打电话 问 了 才 告诉 我 说 是 押金 不够 ， 显然 服务 一点 都 不 人性化 ， 希望 能 改进 。   另外 ， 酒店 的 行李 寄存 服务 很 好 ， 环境 也 很 好 ， 总的来说 都 很 理想 ， 就是 希望 能 改进 上面 两个 问题 ， 做 的 更好 ， 那样 客人 会 更加 喜欢 你们 宾馆 。   期待 你们 的 改进 和 回复 。   宾馆 反馈   2008 年 6 月 17 日   ：   尊敬 的 携程 会员 ： 感谢您 们 对 我们 宾馆 一直 的 关注 和 支持 ！ 针对 您 所 反映 的 问题 ， 我们 管理层 非常 的 重视 。 立即 由 相关 部门 结合实际 展开 调查 和 核实 ， 同时 借鉴 您 的 合理化 建议 并 采取 一些 有效 的 整改 。 从而 对 您 的 善意 的 提醒 再次 表示感谢 ！ 同时 也 十分 感谢 携程网 提供 了 这样 一个 好 的 平台 ， 希望 诸位 会员 空闲 之 时 多多 给 我们 宾馆 提出 建议 和 评价 。 我们 将 以 真诚 的 服务态度 欢迎 诸位 的 光临 ！,0
1189,0,3999的时候抢购的 运气真好 这个价格还有什么号说的 品牌和价格都很不错,3999 的 时候 抢购 的   运气 真 好   这个 价格 还有 什么 号 说 的   品牌 和 价格 都 很 不错,1
1190,1,我这个人似乎有个习惯，一个故事要是分成两本书，那就从第二本开始看，要是分成更多，就选中间一本看。牛猫这本书，刚开始看的也是第二本，就觉得那只猫怎么和我养的这么像，等到全看完一本书，就发现简直就是我的猫嘛，看来这种猫，大多有个共性。品种一样嘛。作者的胖猫非常搞笑，也能让人在阅读轻松的同时感悟到人生许多真谛。多说无益，还是建议大家来看看，尤其是家中有毛球的。,我 这个 人 似乎 有个 习惯 ， 一个 故事 要是 分成 两本书 ， 那 就 从 第二本 开始 看 ， 要是 分成 更 多 ， 就 选 中间 一本 看 。 牛猫 这 本书 ， 刚 开始 看 的 也 是 第二本 ， 就 觉得 那 只 猫 怎么 和 我养 的 这么 像 ， 等到 全看 完一 本书 ， 就 发现 简直 就是 我 的 猫 嘛 ， 看来 这种 猫 ， 大多 有个 共性 。 品种 一样 嘛 。 作者 的 胖猫 非常 搞笑 ， 也 能 让 人 在 阅读 轻松 的 同时 感悟到 人生 许多 真谛 。 多说无益 ， 还是 建议 大家 来 看看 ， 尤其 是 家中 有 毛球 的 。,0
1195,0,从我下单到拿到手等了足足10天！而且每天打不下10个电话！不过客服的服务态度还不错,从 我 下单 到 拿到 手 等 了 足足 10 天 ！ 而且 每天 打 不下 10 个 电话 ！ 不过 客服 的 服务态度 还 不错,1
